AccountId,Account_Display_Name,Current_Tier_v1,Current_Tier_v2,tier_v3,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty
17779,Kedington RBL events,Tier 2,Tier 5,Tier 5,65.6,60.88,60.88,107,2
1778,South West Chamber Choir,Tier 1,Tier 5,Tier 5,78.81,18.54,28.88,30,5
17780,South Devon Herd Book Society,Tier 1,Free,Free,,0.0,0.0,12,1
17782,Friends of Clevedon School,Tier 1,Tier 5,Tier 5,89.68,15.79,15.79,19,1
1779,Circus Maximus,High Value,Tier 2,Tier 2,5.02,1139.18,4118.29,551,8
17792,Reflect Productions,Tier 3,Tier 5,Tier 5,58.89,92.87,92.87,193,1
17799,ErmystedsOldBoys,Tier 2,Tier 5,Tier 5,70.1,55.13,55.13,81,1
1780,Ascend World Limited,NIL,Nil,Nil,,0.0,0.0,0,1
17801,Family Matters York,Tier 2,Tier 5,Tier 5,62.69,69.42,69.42,123,2
17803,House Of Sculpt,Tier 3,Tier 5,Tier 5,54.12,104.12,104.12,53,2
17808,Troon Hockey Club,Tier 2,Tier 5,Tier 5,88.89,16.71,16.71,80,1
1781,Bramhall Firework Festival at Stockport Rugby Club,Key Account,Tier 1,Tier 1,1.02,4316.07,18280.97,7437,7
17815,Connection Health and Fitness,NIL,Nil,Nil,,7.17,7.17,4,1
1782,Young Cumbria Committee,NIL,Nil,Nil,,0.0,12.75,0,1
17821,Claire Khan,NIL,Nil,Nil,,0.0,0.0,5,1
17823,St Michaels PTFA,Tier 2,Free,Free,,0.0,0.0,114,1
17824,TheFold,Tier 3,Tier 5,Tier 5,54.38,103.38,103.38,167,2
17825,Penicuik Twinning Association,Tier 2,Tier 5,Tier 5,75.56,41.21,41.21,43,1
17827,Louis W Kidger,Tier 3,Tier 5,Tier 5,59.36,81.25,81.25,200,2
17829,Knutsford Methodist Church,Tier 2,Tier 5,Tier 5,88.76,16.83,16.83,38,1
1783,The Play Group,Tier 3,Tier 4,Tier 4,47.0,62.37,404.36,111,6
17830,Lytham Car Show,Tier 3,Tier 4,Tier 4,42.96,175.0,175.0,226,2
17831,Sheen Park Colts,Tier 2,Tier 5,Tier 5,67.5,55.25,55.25,52,2
17832,Mid Ulster Spurs Supporters Club,Tier 2,Tier 5,Tier 5,61.63,73.08,73.08,76,2
17833,Clear Presentations Ltd,Key Account,Tier 2,Tier 2,7.92,4426.13,4426.13,54,2
17836,Living Light Christian Church UK,Tier 3,Tier 4,Tier 4,50.78,120.32,120.32,242,2
1784,mjdlifestyle,Tier 3,Tier 4,Tier 4,34.92,124.63,492.25,38,8
17844,London NEU Unite Branch,Tier 2,Tier 5,Tier 5,72.95,46.88,46.88,65,1
17846,Sarah Events,Tier 2,Tier 5,Tier 5,76.65,33.25,33.25,21,2
17847,Orchard Lea and Friends,Tier 3,Tier 5,Tier 5,69.2,57.32,57.32,247,1
17848,Source Of Life Bakery & Brunch,Tier 2,Tier 5,Tier 5,80.4,30.83,30.83,36,1
1785,Sovereign Women Global Circle,NIL,Nil,Nil,,0.0,5.83,0,1
17850,Border Concert Band,Tier 2,Tier 5,Tier 5,67.37,55.76,55.76,123,2
17851,Sheffield Socials,Tier 2,Free,Free,,0.0,0.0,109,2
17853,Cheltenham Festival preview,Tier 2,Tier 5,Tier 5,80.71,25.08,25.08,57,2
17856,Yanwath,Tier 1,Tier 5,Tier 5,92.01,12.46,12.46,13,1
17859,Bridgwater Pantomime Society,Tier 4,Tier 3,Tier 3,25.93,462.33,462.33,718,2
1786,Jordanhill School,NIL,Nil,Nil,,0.0,210.62,0,3
17863,Hats By Sherry,NIL,Nil,Nil,,12.0,12.0,8,1
17873,Sales Geek Winchester,Tier 1,Tier 5,Tier 5,91.78,8.75,8.75,14,2
17875,1hart1mind1future,Tier 3,Free,Free,,0.0,0.0,218,2
17877,Jordans Village Performs,Tier 2,Tier 5,Tier 5,76.98,32.71,32.71,52,2
1788,Dumfries Car Boot Sales,Tier 4,Tier 3,Tier 3,22.5,253.75,953.29,386,7
17880,KP Jazz,Tier 2,Tier 5,Tier 5,79.63,27.12,27.12,67,2
17883,Friends of Church Langton School,Tier 3,Tier 5,Tier 4,50.9,134.6,134.6,356,1
17884,Prick Up Your Ears CIC,NIL,Nil,Nil,,4.08,4.08,1,1
17885,The HCPC,Tier 3,Free,Free,,0.0,0.0,340,1
17886,GNMS Challah Bake,Tier 3,Tier 4,Tier 4,42.94,175.33,175.33,387,2
17887,Joanne Lazarus,Tier 2,Tier 5,Tier 5,79.88,26.67,26.67,80,2
1789,The Boundstone Chorus,Tier 3,Tier 4,Tier 5,50.62,46.29,390.62,106,7
17892,Friends of Longridge Library,Tier 2,Free,Free,,0.0,0.0,43,1
17893,Chislehurst &amp; Sidcup Grammar School,Tier 4,Free,Free,,0.0,0.0,550,2
17897,The beach house,Tier 2,Tier 5,Tier 5,72.65,47.33,47.33,47,1
17899,RA PTA,Tier 2,Tier 5,Tier 5,83.29,25.04,25.04,44,1
179,The Royal School,NIL,Nil,Nil,,0.0,0.0,0,1
1790,Winterland MK,NIL,Nil,Nil,,0.0,4328.33,0,2
17902,The Resource House,Tier 2,Tier 5,Tier 5,70.16,47.25,47.25,16,2
17903,St Nicholas School PTA,Tier 3,Tier 4,Tier 4,47.32,142.17,142.17,374,2
17904,Work,Tier 4,Free,Free,,0.0,0.0,425,1
17905,Banstead Prep,Tier 2,Free,Free,,0.0,0.0,99,2
17908,Steve Canavan,Tier 3,Tier 5,Tier 5,50.96,119.54,119.54,151,2
17909,The Sister Sanctuary,Tier 2,Tier 5,Tier 5,77.9,30.79,30.79,27,2
17910,Historic England PARIS6,Tier 4,Tier 3,Tier 3,24.48,506.92,506.92,144,2
1792,Come To Know Windermere,NIL,Nil,Nil,,0.0,0.0,0,1
17922,Helping Hands PTA,Tier 3,Free,Free,,0.0,0.0,240,1
17929,RWB Mayor,Tier 2,Tier 5,Tier 5,63.16,68.38,68.38,68,2
1793,Colchester County HSG,High Value,Tier 2,Tier 2,5.91,896.08,5166.04,2927,8
17933,Beren,Tier 1,Tier 5,Tier 5,85.5,21.75,21.75,29,1
17934,Chyngton PTFA,Tier 3,Tier 5,Tier 5,66.38,58.25,58.25,186,2
17938,Norfolk Box Office,NIL,Nil,Nil,,0.13,0.13,1,1
17939,earth works,Tier 1,Tier 5,Tier 5,87.94,17.92,17.92,10,1
17941,Leominster Wassail,Tier 3,Free,Free,,0.0,0.0,323,2
17942,Friends of Sandall park,Tier 3,Tier 5,Tier 5,68.77,58.54,58.54,200,1
17943,The George Community Pub,Tier 1,Free,Free,,0.0,0.0,15,1
17945,The Sovereign Hospitaller Order Of Saint John Of Jerusalem,Tier 2,Tier 5,Tier 5,61.9,72.08,72.08,57,2
17949,SC Designs,Tier 2,Tier 5,Tier 5,78.12,30.33,30.33,56,2
17955,Jennifer Peril,Tier 3,Tier 5,Tier 5,63.04,77.37,77.37,233,1
17958,Champagne Glass Studio,Tier 2,Tier 5,Tier 5,64.18,65.0,65.0,122,2
17959,Arts &amp; Heritage at Horizon Youth Zone,Tier 1,Free,Free,,0.0,0.0,30,1
1796,The Fruitful Pursuit,NIL,Nil,Nil,,0.0,102.58,0,1
17961,Rascals castles,Tier 2,Tier 5,Tier 5,79.66,32.25,32.25,48,1
17962,Rathcoole PSNU,NIL,Nil,Nil,,0.0,0.0,5,1
17963,Wandering to Wonder Coaching,NIL,Nil,Nil,,5.17,5.17,5,1
17969,Ashley Teer Intuitive Mentor,Tier 1,Tier 5,Tier 5,89.83,15.71,15.71,29,1
17970,Eastbourne Concert Orchestra,Tier 2,Tier 5,Tier 5,79.31,27.96,27.96,60,2
17974,FONSS,Tier 1,Tier 5,Tier 5,85.38,22.0,22.0,16,1
17976,Mr Le Masurier,NIL,Nil,Nil,,0.0,0.0,6,1
17977,The Witchy Room,Tier 4,Tier 4,Tier 4,38.44,222.79,222.79,427,2
1798,Emma Lomas,NIL,Nil,Nil,,0.0,70.37,0,2
17982,JAGS Prep Ticket Bookings,Tier 3,Free,Free,,0.0,0.0,160,1
17983,Cor Bryn Owain,Tier 3,Tier 5,Tier 5,62.5,79.67,79.67,134,1
17984,The Liverpool Blue Coat School,Tier 3,Tier 5,Tier 5,54.27,103.76,103.76,406,2
17985,NBI,Tier 4,Tier 4,Tier 4,36.61,281.33,281.33,90,1
17986,GNMS Beetle Drive,Tier 3,Tier 5,Tier 5,52.65,110.08,110.08,188,2
17987,ReDoo,Tier 1,Tier 5,Tier 5,84.49,23.54,23.54,30,1
17989,Amalia Roseti,NIL,Nil,Nil,,0.0,0.0,2,1
1799,Bratton Jubilee Players,NIL,Nil,Nil,,0.0,276.37,0,3
17990,Dedworth Middle School,Tier 3,Free,Free,,0.0,0.0,280,1
17992,Young and Corporate Events,NIL,Nil,Nil,,6.25,6.25,3,1
17995,Burneside Cricket Club,Tier 3,Tier 5,Tier 5,66.9,56.88,56.88,203,2
17996,Rainbow Turtle,Tier 1,Free,Free,,0.0,0.0,16,1
17998,Elaine Edwards,Tier 2,Tier 5,Tier 5,84.78,19.0,19.0,57,2
17999,Genome Stability Network,Tier 4,Tier 3,Tier 3,19.47,771.88,771.88,294,2
180,Ventnor Exchange,NIL,Nil,Nil,,0.0,0.0,0,1
18000,Slyne-with-Hest Memorial Hall,Tier 2,Tier 5,Tier 5,68.35,52.29,52.29,77,2
18001,Denise Community CVS,Tier 2,Free,Free,,0.0,0.0,124,1
18002,The Movement,Tier 3,Tier 4,Tier 4,37.54,234.35,234.35,40,2
18003,Friends of Desford Community Primary School,Tier 2,Tier 5,Tier 5,80.03,26.37,26.37,18,2
18004,Ammanford Netball Club,Tier 3,Tier 5,Tier 5,77.64,31.29,31.29,198,2
1801,Testing Testing 123,NIL,Nil,Nil,,0.0,0.0,0,1
18010,Caitlin Braes,Tier 1,Tier 5,Tier 5,85.42,21.96,21.96,33,1
18015,RSPCA Woodside,Tier 1,Free,Free,,0.0,0.0,17,2
18019,Wetherby Pembridge Performing Arts,Tier 3,Free,Free,,0.0,0.0,178,1
18024,Queer Sphere,Tier 2,Tier 5,Tier 5,85.05,22.67,22.67,68,1
18025,Mosborough Hall Hotel,Tier 4,Tier 4,Tier 4,28.96,382.14,382.14,403,2
18026,WAF123,Tier 2,Free,Free,,0.0,0.0,117,2
18027,Lakota Sands,Tier 3,Tier 5,Tier 5,57.88,86.54,86.54,59,2
18028,Arkholme PTFA,NIL,Nil,Nil,,0.0,0.0,1,1
18029,The Old Rectory - Handsworth,Tier 1,Free,Free,,0.0,0.0,29,1
18033,Jessica Ferrari-Wells,Tier 2,Tier 5,Tier 5,75.17,36.17,36.17,31,2
18038,Liverpool Phoenix Voices,Tier 1,Tier 5,Tier 5,90.05,11.33,11.33,28,2
18039,Arkholme CofE Priamry School PTFA,Tier 2,Free,Free,,0.0,0.0,63,1
1804,The Studio Chislehurst,NIL,Nil,Nil,,0.0,182.62,0,1
18041,Friends of Felsted,Tier 2,Tier 5,Tier 5,81.08,29.33,29.33,64,1
18044,Tempest Running Club,Tier 2,Tier 5,Tier 5,73.08,46.58,46.58,86,1
18045,The Wool Hub,Tier 2,Tier 5,Tier 5,74.69,37.63,37.63,20,2
18046,What&#39;s A Foot Reflexology,NIL,Nil,Nil,,8.0,8.0,4,1
18049,FEWS,Tier 2,Tier 5,Tier 5,73.43,40.28,40.28,120,2
18052,Aghalee Village Hall,Tier 3,Free,Free,,0.0,0.0,137,1
18055,Claires Intuitive Tarot,Tier 2,Tier 5,Tier 5,64.24,64.92,64.92,41,2
18059,Tulas Magical Tree Limited,Tier 2,Tier 5,Tier 5,70.17,54.96,54.96,14,1
18061,Lane End Primary PcTA,Tier 3,Tier 5,Tier 5,61.91,81.25,81.25,124,1
18062,The Julia Margaret Cameron Trust Ltd,Tier 2,Tier 5,Tier 5,72.75,41.58,41.58,55,2
18065,Friends of Cerne Abbas School,Tier 3,Tier 5,Tier 5,54.44,114.12,114.12,72,1
18066,Borders Additional Needs Group SCIO,NIL,Nil,Nil,,3.25,3.25,6,1
18069,Amanda Ross Coaching  Consultancy &amp; Conducting,Tier 1,Tier 5,Tier 5,96.58,4.83,4.83,36,1
1807,A R Thornber,NIL,Nil,Nil,,0.0,229.67,0,1
18071,John Bunyan Primary School &amp; Nursery,Tier 4,Tier 4,Tier 4,39.51,208.09,208.09,795,2
18079,Rice,Tier 1,Tier 5,Tier 5,96.31,5.42,5.42,10,1
18083,Lewisham Choral Society,Tier 4,Tier 4,Tier 4,30.33,349.88,349.88,464,2
18088,Neil Long,Tier 3,Tier 4,Tier 4,44.11,167.17,167.17,256,2
1809,Thomas Coats Memorial Choral Society,NIL,Nil,Nil,,0.0,18.12,0,3
18091,JessJames13,Tier 2,Free,Free,,0.0,0.0,104,1
18095,Maya Love,Tier 3,Tier 5,Tier 5,51.87,114.21,114.21,187,2
18096,Sassy Lassies,NIL,Nil,Nil,,0.0,0.0,6,1
18098,Bridgwater Convention,Tier 3,Tier 4,Tier 4,50.53,121.75,121.75,145,2
181,Ryedale School,Tier 4,Tier 3,Tier 3,17.96,249.67,2591.96,1244,11
1810,Bishop's Stortford College,Key Account,Tier 2,Tier 2,5.07,1092.47,4385.97,7928,8
18100,Anita Carter,Tier 2,Tier 5,Tier 5,77.24,31.92,31.92,27,2
18101,Pre-Therapy,NIL,Nil,Nil,,0.0,0.0,1,1
18103,Marie&#39;s Marchers,Tier 2,Tier 5,Tier 5,70.31,54.48,54.48,60,1
18107,Storytellers Performing Arts School,Tier 2,Tier 5,Tier 5,88.04,17.67,17.67,64,1
18112,Godstowe,Tier 4,Tier 5,Tier 5,67.04,64.25,64.25,532,1
1812,St Benedict's School,High Value,Tier 2,Tier 2,4.79,977.67,7307.83,1085,8
18125,St Paul&#39;s URC,Tier 2,Tier 5,Tier 5,87.24,19.04,19.04,55,1
18126,Vanguard Nexus Studios,NIL,Nil,Nil,,0.0,0.0,1,1
18127,Thorns Community Infant School,Tier 3,Free,Free,,0.0,0.0,330,1
18128,Cheshire A Cappella,Tier 2,Tier 5,Tier 5,67.5,55.25,55.25,106,2
18130,Newbarns Primary School,Tier 4,Free,Free,,0.0,0.0,426,1
18131,Granite City Wanderers Hockey Club,NIL,Nil,Nil,,0.62,0.62,1,1
18132,Little Common PTA,Tier 4,Tier 4,Tier 4,42.01,208.38,208.38,630,1
18133,Katy’s Songbirds,Tier 3,Tier 4,Tier 4,49.06,130.04,130.04,199,2
18137,The Irish Society&#39;s Primary School,Tier 4,Tier 4,Tier 4,39.2,243.87,243.87,834,1
18138,William Oliver,Tier 1,Tier 5,Tier 5,90.77,14.21,14.21,31,1
18139,Women in the Built Environment,Tier 2,Tier 5,Tier 5,80.34,30.92,30.92,14,1
18140,Ammanford AFC,Tier 3,Tier 5,Tier 5,81.69,28.25,28.25,231,1
18141,TKerr,NIL,Nil,Nil,,0.33,0.33,1,1
18144,St Margaret&#39;s School Baby Club,Tier 2,Tier 5,Tier 5,85.83,17.29,17.29,66,2
18146,Saint Chads Burton,Tier 2,Tier 5,Tier 5,83.81,24.38,24.38,45,1
18147,Synergy Health Kendal,NIL,Nil,Nil,,6.79,6.79,3,1
18149,Lancaster University and College Union,Tier 1,Tier 5,Tier 5,84.43,19.38,19.38,35,2
1815,Barnet Choral Society - Emi Morimoto,Tier 3,Tier 4,Tier 4,38.7,106.62,394.0,135,8
18154,Ant Show UK 2026,Tier 2,Tier 5,Tier 5,61.43,73.5,73.5,124,2
1816,Pictures By Rachel,NIL,Nil,Nil,,0.0,15.33,0,1
18160,Collegiate School,Tier 3,Free,Free,,0.0,0.0,206,2
18162,Adlington Village Hall,Tier 3,Tier 5,Tier 5,54.04,104.25,104.25,192,2
18163,SEANWILLISPRINTS,NIL,Nil,Nil,,1.37,1.37,1,1
18167,Roy Poulton,Tier 2,Tier 5,Tier 5,68.41,52.08,52.08,95,2
18168,Winchester Road Methodist Church,Tier 2,Tier 5,Tier 5,73.64,39.75,39.75,112,2
18169,Ottery Community Theatre,Tier 3,Tier 4,Tier 4,48.32,134.96,134.96,326,2
1817,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,2
18170,Oldfield Park Junior School,Tier 4,Tier 5,Tier 5,71.47,50.62,50.62,565,1
18177,Amy’s Cookery Education,Tier 1,Tier 5,Tier 5,87.42,18.96,18.96,15,1
18178,St Mary & St Eanswythe,NIL,Nil,Nil,,10.29,10.29,9,1
18185,Waza Films,Tier 2,Tier 5,Tier 5,74.77,42.69,42.69,104,1
18186,Johnsons of Old Hurst,Tier 3,Tier 5,Tier 4,51.34,131.31,131.31,405,1
18187,York Music Forum,Tier 2,Tier 5,Tier 5,74.65,42.88,42.88,96,1
18188,Great Walstead School,Tier 2,Free,Free,,0.0,0.0,41,2
18191,Channel Talent,Key Account,Free,Free,,0.0,0.0,6626,2
18194,Play on productions,Tier 3,Tier 5,Tier 5,53.19,108.5,108.5,289,2
18199,Wellstead Primary,Tier 3,Free,Free,,0.0,0.0,188,1
182,Lincoln Minster School,NIL,Nil,Nil,,0.0,1480.3,0,6
1820,Derian House Children's Hospice,NIL,Nil,Nil,,0.0,0.0,0,2
18204,Pedaltastic,Tier 2,Free,Free,,0.0,0.0,40,2
18206,Theatre on Foot,Tier 4,Tier 4,Tier 4,33.4,290.87,290.87,472,2
1821,Sedbergh School House,NIL,Nil,Nil,,0.0,176.54,0,3
18213,GABA Foundation,Tier 4,Tier 4,Tier 4,30.14,353.33,353.33,126,2
18218,Castle View Academy Expressive Arts Department,Tier 3,Tier 5,Tier 5,65.22,62.25,62.25,246,2
1822,Merchant Taylors' School Northwood,Key Account,Tier 2,Tier 2,8.92,605.67,3837.18,5779,8
18221,Lancaster Walks  Talks &amp; Tours,Tier 2,Tier 5,Tier 5,64.38,64.46,64.46,117,2
18227,Glasgow Malayalee as,Tier 3,Tier 5,Tier 5,61.72,72.87,72.87,158,2
18228,Aces High Gallery,Tier 3,Tier 5,Tier 5,73.9,39.42,39.42,308,2
1823,Lincs Inspire - Sports Development,High Value,Tier 3,Tier 3,12.65,359.61,5350.19,1076,7
18232,St Mary&#39;s CE First School,Tier 3,Free,Free,,0.0,0.0,300,1
18233,Ripley St Thomas KPO,Tier 3,Free,Free,,0.0,0.0,397,1
1824,Aztec Hotel & Spa,NIL,Nil,Nil,,0.0,2.58,0,2
18241,Friends of Kymbrook School,Tier 2,Tier 5,Tier 5,84.27,23.75,23.75,54,1
1825,LondonAudax,NIL,Nil,Nil,,0.0,464.78,0,3
18250,St Augustines School PTA,Tier 2,Tier 5,Tier 5,80.0,31.65,31.65,94,1
18251,Burgess Hill Girls PTA,Tier 2,Tier 5,Tier 5,65.02,62.54,62.54,65,2
18253,Bolton Muslim Girls School,Tier 3,Tier 5,Tier 5,54.62,102.0,102.0,181,2
18257,Bronya Emily School of Dance,Tier 2,Tier 5,Tier 5,79.01,28.58,28.58,101,2
18259,Curtain Up For Chris,Tier 3,Tier 4,Tier 4,48.05,136.25,136.25,141,2
18260,Nicola Slater,Tier 4,Tier 4,Tier 4,34.86,269.4,269.4,321,2
18261,Graig Villa Dino FC,Tier 2,Tier 5,Tier 5,78.18,35.29,35.29,121,1
18262,Awesome Chat,NIL,Nil,Nil,,2.33,2.33,7,1
18264,Wiggly Charity,Tier 1,Tier 5,Tier 5,92.66,11.29,11.29,17,1
18267,Kin Hill Events,Tier 2,Tier 5,Tier 5,70.41,46.88,46.88,112,2
18268,Studio by Hannah Beth,Tier 1,Tier 5,Tier 5,83.62,20.62,20.62,33,2
18269,Xmas Move Night,Tier 3,Tier 5,Tier 5,85.74,21.5,21.5,129,1
18270,TrewirgieinfPTA,Tier 2,Tier 5,Tier 5,87.15,19.14,19.14,70,1
18275,Mill Hill School Christmas Concert,Tier 3,Free,Free,,0.0,0.0,335,1
18276,Bloom with Berry,Tier 2,Tier 5,Tier 5,65.07,62.5,62.5,100,2
18277,Entrust Outdoor Education,NIL,Nil,Nil,,9.12,9.12,3,2
18278,Miss Earle,Tier 3,Free,Free,,0.0,0.0,172,1
18279,GuildfordFAS,Tier 2,Free,Free,,0.0,0.0,47,2
18280,Ripley Music,Tier 3,Tier 5,Tier 5,72.29,48.67,48.67,163,1
18281,The Topsham School,Tier 3,Free,Free,,0.0,0.0,266,1
18282,White Notley PTA,Tier 4,Tier 5,Tier 5,57.5,99.81,99.81,435,1
18283,ssaalkhobar,Tier 3,Free,Free,,0.0,0.0,326,2
18290,London Churchill College,Tier 2,Free,Free,,0.0,0.0,95,2
18292,SciTech Graduate School,Tier 3,Free,Free,,0.0,0.0,165,1
18295,Hebburn Comprehensive School,Tier 4,Tier 4,Tier 4,43.76,169.5,169.5,493,2
183,Account Deleted,NIL,Nil,Nil,,0.0,226.71,0,2
1830,Abercarn Primary School,High Value,Tier 2,Tier 2,4.29,1110.13,6154.86,2384,8
18300,RSAcademics,Tier 3,Tier 4,Tier 4,39.28,210.62,210.62,65,2
18301,Erasmus Darwin House,Tier 3,Tier 4,Tier 4,50.69,120.96,120.96,260,2
18307,Herne Bay Youth FC,Tier 2,Tier 5,Tier 5,74.06,44.79,44.79,100,1
18310,ITU,NIL,Nil,Nil,,0.13,0.13,1,1
18314,FOSH,Tier 3,Tier 4,Tier 4,43.23,173.29,173.29,319,2
18317,Herfordshire Festival 2031,Tier 4,Tier 4,Tier 3,27.35,497.25,497.25,153,1
1832,Sedgwick House  Sedbergh,NIL,Nil,Nil,,0.0,352.25,0,2
18326,Padd2Kings,NIL,Nil,Nil,,0.17,0.17,4,1
18328,The Armitt Events,Tier 3,Tier 5,Tier 5,72.87,41.38,41.38,155,2
18329,Stanwix,Tier 4,Free,Free,,0.0,0.0,633,2
18333,Sow &#39;n Grow Kirkcaldy,NIL,Nil,Nil,,0.0,0.0,6,1
18335,Fleetville Swing Band,Tier 2,Tier 5,Tier 5,66.73,65.0,65.0,120,1
18337,Tarik Frimpong,Tier 1,Tier 5,Tier 5,95.14,7.35,7.35,12,1
18341,TEKK-MOUTH,NIL,Nil,Nil,,2.33,2.33,4,2
18342,Lowick & District Agricultural Show,Tier 1,Free,Free,,0.0,0.0,29,2
18347,West End Project,Tier 2,Tier 5,Tier 5,94.83,3.25,3.25,43,2
18350,Parkside Trial,Tier 3,Tier 4,Tier 4,42.38,179.58,179.58,219,2
18352,Phil Moore Music,Tier 4,Tier 4,Tier 4,35.9,253.12,253.12,492,2
18353,University of Nottingham,Tier 2,Free,Free,,0.0,0.0,104,2
18354,Jen’s big night out,Tier 2,Tier 5,Tier 5,77.51,31.5,31.5,42,2
18355,Mill Hill School Music,NIL,Nil,Nil,,0.0,0.0,2,1
18356,make it flourish,NIL,Nil,Nil,,4.83,4.83,2,1
18359,The Baby Bank,Tier 1,Free,Free,,0.0,0.0,14,2
18360,Networking Ninjas X Rossendale Vibes,Tier 2,Tier 5,Tier 5,70.93,45.83,45.83,80,2
18361,Cwmffrwdoer,Tier 3,Free,Free,,0.0,0.0,274,1
18365,Rainbow Families,Tier 2,Tier 5,Tier 5,98.43,0.33,0.33,93,1
18371,Zoe Parsons,Tier 2,Tier 5,Tier 5,82.74,22.21,22.21,41,2
18377,Waltham Holy Cross PTA,Tier 4,Tier 4,Tier 4,48.65,150.67,150.67,452,1
18379,Syston RFC Fundraising,Tier 2,Tier 5,Tier 5,73.7,45.45,45.45,72,1
18381,Bilibala 大三爸 音樂會,Tier 1,Tier 5,Tier 5,86.78,16.33,16.33,14,2
18384,HamerConcert,Tier 2,Free,Free,,0.0,0.0,91,1
18388,Ecole FLAM Jersey,Tier 2,Tier 5,Tier 5,75.93,34.62,34.62,95,2
1839,Rotary and Charters Charity Concert,NIL,Nil,Nil,,0.0,44.25,0,1
18392,Friends of All Hallows,Tier 3,Tier 5,Tier 5,52.14,112.67,112.67,52,2
18396,Patricroft conservative sports and social club,Tier 2,Tier 5,Tier 5,84.32,19.5,19.5,54,2
184,People Junction,NIL,Nil,Nil,,0.0,45.85,0,2
1840,Little Heath PTA,Tier 4,Tier 2,Tier 3,11.78,487.5,3127.67,1400,6
18402,Makeup by Taylor,Tier 2,Tier 5,Tier 5,67.17,56.33,56.33,32,2
1841,Fulham Symphony Orchestra,Tier 3,Tier 4,Tier 4,35.87,147.46,386.37,221,5
18410,Perth and Kinross Intergroup - AA Convention,Tier 3,Tier 5,Tier 5,60.06,79.38,79.38,127,2
18411,Muslim Women Liverpool,Tier 3,Tier 4,Tier 4,41.3,188.42,188.42,106,2
18412,Kingston Museum,Tier 2,Tier 5,Tier 5,92.39,11.67,11.67,102,1
18416,Ragtag Arts,Tier 3,Tier 4,Tier 4,39.4,241.33,241.33,260,1
18418,RGS Surrey Hills,Tier 3,Tier 5,Tier 5,59.49,81.17,81.17,150,2
1842,Dauntsey's School,High Value,Tier 2,Tier 2,6.99,680.21,7441.51,4619,8
18420,Rough Draft,Tier 2,Tier 5,Tier 5,73.2,46.38,46.38,60,1
18436,Samantha Jane Dance Company,Tier 3,Tier 5,Tier 5,56.96,103.1,103.1,104,1
1844,Taboo-Pause,NIL,Nil,Nil,,0.0,2.33,0,1
18448,St Bernards Prep,Tier 3,Tier 4,Tier 4,50.75,135.33,135.33,56,1
1845,ACPGBI - ACC,NIL,Nil,Nil,,0.0,47.5,0,3
18473,NawalBluecoat,Tier 1,Tier 5,Tier 5,87.42,18.96,18.96,35,1
18476,Pocket &amp; Wonder,NIL,Nil,Nil,,7.54,7.54,7,1
18478,The Willink School and Sixth Form,Tier 3,Tier 5,Tier 5,55.77,108.37,108.37,247,1
18479,Millfield Enterprises,NIL,Nil,Nil,,0.0,0.0,5,2
1848,John Gillingham keynote,NIL,Nil,Nil,,0.0,14.42,0,1
18485,Kinship Activites,Tier 3,Free,Free,,0.0,0.0,143,1
18486,Wellbeing Team,NIL,Nil,Nil,,0.0,0.0,1,1
18487,The Mrs Sunderland Music Festival,NIL,Nil,Nil,,3.5,3.5,3,1
18489,CUSCSC (Travel),Tier 2,Tier 5,Tier 5,81.27,24.38,24.38,80,2
18490,Daniel Wijngaarden,Tier 1,Tier 5,Tier 5,90.29,15.0,15.0,20,1
18491,Gedling Play Forum,Tier 3,Tier 5,Tier 5,69.53,49.21,49.21,211,2
18494,Colai Events,Tier 4,Free,Free,,0.0,0.0,685,2
18497,Barry Thomas,Tier 1,Tier 5,Tier 5,82.13,23.25,23.25,31,2
18499,Claire Louise Hill,Tier 1,Tier 5,Tier 5,82.8,22.05,22.05,21,2
185,Kendal College - Perf. Arts Class of 2018,NIL,Nil,Nil,,0.0,19.71,0,1
18500,Quartz,Tier 2,Tier 5,Tier 5,90.62,14.33,14.33,43,1
18506,Olive Clothing Limited,Tier 3,Free,Free,,0.0,0.0,193,2
18508,library duck,Tier 1,Tier 5,Tier 5,89.05,16.54,16.54,13,1
18513,The Imperial Palace of Big Red,Tier 3,Tier 5,Tier 5,56.39,105.17,105.17,238,1
18519,Michael Hall School,Tier 4,Tier 4,Tier 4,31.93,372.08,372.08,1181,1
18521,Broad Oak Primary School,Tier 2,Tier 5,Tier 5,80.8,30.0,30.0,90,1
18526,Firefly Hub Ltd,Tier 2,Tier 5,Tier 5,89.24,12.83,12.83,101,2
1853,ESMS S6 Ball,NIL,Nil,Nil,,0.0,69.75,0,1
18532,Haya Events,Tier 2,Tier 5,Tier 5,74.86,42.5,42.5,30,1
18534,Flora Maeve Parrott,Tier 2,Tier 5,Tier 5,62.08,71.5,71.5,22,2
18536,Greg Burford,Tier 2,Tier 5,Tier 5,73.2,40.79,40.79,98,2
1854,Dubai Celts Football Club,NIL,Nil,Nil,,0.0,0.42,0,1
18542,Celestial Sound Healing,Tier 1,Tier 5,Tier 5,91.1,9.88,9.88,11,2
18544,Mini Monsters soft play hire,Tier 1,Tier 5,Tier 5,92.25,8.04,8.04,17,2
